movieid,title,cluster
89586,Phineas and Ferb the Movie: Across the 2nd Dimension,164
89678,Northanger Abbey,9
89745,"Avengers, The",5
89753,Tinker Tailor Soldier Spy,19
89759,"Separation, A (Jodaeiye Nader az Simin)",1
89761,"Dangerous Method, A",19
89774,Warrior,1
89804,"Ides of March, The",1
89837,Kill List,156
89840,Killer Elite,46
89862,Bellflower,109
89864,50/50,10
89898,Generation P,198
89904,The Artist,11
89939,Gigi,2
89945,BlinkyTM,24
90057,Take Shelter,1
90243,Three Outlaw Samurai (Sanbiki no samurai),13
90245,Antonio Gaudí,22
90249,Real Steel,104
90343,Footloose,10
90345,"Thing, The",35
90353,Beautiful Boy,1
90357,Tyrannosaur,1
90374,Martha Marcy May Marlene,19
90376,We Need to Talk About Kevin,19
90384,Behind Enemy Lines II: Axis of Evil,46
90403,"Three Musketeers, The",70
90405,In Time,276
90428,Margaret,1
90430,Carnage,10
90439,Margin Call,19
90469,Paranormal Activity 3,12
90471,Puncture,1
90522,Johnny English Reborn,204
90524,Abduction,40
90528,This Must Be the Place,23
90531,Shame,1
90576,What's Your Number?,4
90600,Headhunters (Hodejegerne),20
90603,Batman: Year One,203
90630,Miss Representation,22
90647,Puss in Boots,142
90717,Tower Heist,44
90719,J. Edgar,1
90738,"Double, The",36
90746,"Adventures of Tintin, The",169
90769,Starsuckers,22
90809,Tomboy,1
90863,George Harrison: Living in the Material World,22
90866,Hugo,56
90888,Immortals,13
90890,Jack and Jill,2
90943,Into the Abyss,22
90945,"Sign of Four, The",151
91077,"Descendants, The",10
91079,Like Crazy,9
91094,"Muppets, The",49
91104,"Twilight Saga: Breaking Dawn - Part 1, The",269
91126,War Horse,148
91128,"Rum Diary, The",126
91233,Lifted,144
91261,Hipsters (Stilyagi),9
91266,Another Cinderella Story,124
91273,Bunraku,13
91323,"Sitter, The",2
91325,Extremely Loud and Incredibly Close,1
91337,Play the Game,4
91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens),8
91355,Asterix and the Vikings (Astérix et les Vikings),119
91386,Happy Feet Two,28
91414,Arthur Christmas,265
91470,Violet & Daisy,13
91483,Bullet to the Head,57
91485,"Expendables 2, The",70
91488,"Snowman, The",50
91500,The Hunger Games,139
91529,"Dark Knight Rises, The",290
91535,"Bourne Legacy, The",99
91542,Sherlock Holmes: A Game of Shadows,113
91571,Coriolanus,19
91622,Young Adult,10
91628,New Year's Eve,4
91630,Mission: Impossible - Ghost Protocol,38
91653,We Bought a Zoo,10
91658,"Girl with the Dragon Tattoo, The",19
91660,"Darkest Hour, The",55
91666,Last Holiday,11
91671,Alvin and the Chipmunks: Chipwrecked,49
91688,Salvation Boulevard,60
91690,Friends with Kids,2
91784,Girl Walks Into a Bar,159
91842,Contraband,36
91860,"Way South, The (De weg naar het zuiden)",22
91869,Being Elmo: A Puppeteer's Journey,22
91873,Joyful Noise,2
91890,"Iron Lady, The",1
91935,Albatross,1
91947,"Revenant, The",58
91974,Underworld: Awakening,213
91976,"Grey, The",13
91978,Man on a Ledge,6
91981,Sacrifice (Zhao shi gu er),1
92008,Haywire,46
92046,Contact High,2
92048,"Whistleblower, The",19
92094,Einstein and Eddington,1
92192,Apollo 18,35
92198,Seeking Justice,40
92234,Red Tails,42
92243,"Flowers of War, The (Jin líng shí san chai)",148
92259,Intouchables,10
92264,One for the Money,44
92309,"Innkeepers, The",16
92348,Puss in Boots (Nagagutsu o haita neko),78
92391,Grave Encounters,12
92420,Chronicle,29
92422,"Woman in Black, The",277
92427,Woman in Love (Rubbeldiekatz),2
92439,"Art of Getting By, The",9
92475,All Watched Over by Machines of Loving Grace,22
92494,Dylan Moran: Monster,167
92507,Safe House,20
92509,"Vow, The",9
92535,Louis C.K.: Live at the Beacon Theater,2
92637,Pitfall (Otoshiana),14
92643,Monsieur Lazhar,108
92665,"For a Good Time, Call...",11
92674,Janie Jones,299
92681,Journey 2: The Mysterious Island,111
92694,Perfect Sense,74
92730,Rollo and the Woods Sprite (Rölli ja metsänhenki),120
92760,"Atomic Brain, The",24
92938,Ghost Rider: Spirit of Vengeance,0
92954,Prayers for Bobby,1
93006,"Very Potter Musical, A",2
93008,"Very Potter Sequel, A",2
93022,Miss Nobody,25
93040,"Civil War, The",22
93114,Ro.Go.Pa.G.,10
93134,"Women on the 6th Floor, The (Les Femmes du 6ème Étage)",2
93139,Mega Shark vs. Crocosaurus,192
93193,Red Hill,6
93208,Mickey's The Prince and the Pauper,50
93242,Gone,19
93270,Project X,2
93272,Dr. Seuss' The Lorax,120
93287,"Big Year, The",2
93297,Act of Valor,46
93320,Trailer Park Boys,25
93326,This Means War,83
93363,John Carter,5
93443,Goon,10
93502,"Ledge, The",19
93510,21 Jump Street,44
93512,"Jeff, Who Lives at Home",10
93563,Lockout,29
93598,"Snowtown (Snowtown Murders, The)",23
93610,Space Battleship Yamato,42
93721,Jiro Dreams of Sushi,22
93723,Damsels in Distress,4
93740,Salmon Fishing in the Yemen,11
93766,Wrath of the Titans,73
93790,Detachment,1
93805,Iron Sky,54
93819,Absentia,12
93831,American Reunion (American Pie 4),2
93838,The Raid: Redemption,57
93840,"Cabin in the Woods, The",76
93855,God Bless America,10
93980,"Three Stooges, The",2
93982,"Raven, The",201
93988,North & South,9
94011,"Big Bang, The",46
94015,Mirror Mirror,26
94018,Battleship,29
94070,"Best Exotic Marigold Hotel, The",10
94122,Comic-Con Episode IV: A Fan's Hope,22
94130,Bully,22
94150,Hysteria,4
94160,Dante's Inferno: An Animated Epic,138
94262,"Atomic Submarine, The",21
94266,"Five-Year Engagement, The",4
94323,Think Like a Man,2
94325,"Lucky One, The",1
94405,Safe,20
94478,Dark Shadows,58
94494,96 Minutes,19
94503,"Decoy Bride, The",4
94661,Rocket Singh: Salesman of the Year,10
94677,"Dictator, The",2
94735,Walking with Monsters,22
94777,Men in Black III (M.III.B.) (M.I.B.³),54
94780,Snow White and the Huntsman,42
94799,Sound of My Voice,30
94810,Eva,122
94833,"Pirates! Band of Misfits, The",8
94864,Prometheus,62
94867,"Pact, The",156
94896,Bernie,51
94919,Inhale,19
94931,Take This Waltz,9
94953,Wanderlust,2
94959,Moonrise Kingdom,11
94985,Get the Gringo,36
95004,Superman/Doomsday,169
95067,"Thousand Words, A",10
95088,Safety Not Guaranteed,10
95105,Madagascar 3: Europe's Most Wanted,8
95135,Your Sister's Sister,10
95145,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),241
95147,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),241
95149,Superman/Batman: Public Enemies,138
95163,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken),241
95165,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),33
95167,Brave,241
95170,Beauty and the Beast: The Enchanted Christmas,135
95175,Front of the Class,1
95182,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen),254
95193,Pocahontas II: Journey to a New World,164
95199,What to Expect When You're Expecting,11
95201,To Rome with Love,2
95207,Abraham Lincoln: Vampire Hunter,67
95218,First Position,22
95307,Rock of Ages,10
95309,Seeking a Friend for the End of the World,11
95311,Presto,283
95313,Jack-Jack Attack,8
95377,One Man Band,49
95441,Ted,102
95449,Magic Mike,9
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi),18
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô),18
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),18
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),18
95508,Cleanskin,23
95510,"Amazing Spider-Man, The",5
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu),188
95543,Ice Age 4: Continental Drift,121
95558,Beasts of the Southern Wild,112
95583,Savages,23
95624,"Firm, The",1
95633,Spirit Camp,12
95654,Geri's Game,50
95690,Some Guy Who Kills People,60
95717,Treasure Island,205
95720,"Watch, The",53
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",3
95744,2 Days in New York,2
95761,Killer Joe,6
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),18
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),18
95796,Anaconda: The Offspring,55
95839,"Christmas Carol, A",112
95843,Goodbye Charlie,162
95858,For the Birds,28
95873,Ruby Sparks,162
95875,Total Recall,29
95939,"Angels' Share, The",10
95949,"Immature, The (Immaturi)",2
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),18
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu),18
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû),18
96020,Sidewalls (Medianeras),1
96079,Skyfall,38
96084,Hands Over the City (Le mani sulla città),1
96110,"Campaign, The",2
96114,Brake,6
96121,Hope Springs,10
96150,"Queen of Versailles, The",22
96281,ParaNorman,121
96283,Diary of a Wimpy Kid: Dog Days,49
96373,Broken,1
96411,6 Days to Air: The Making of South Park,22
96417,Premium Rush,46
96430,"Odd Life of Timothy Green, The",159
96432,Lawless,14
96448,Piranha 3DD (a.k.a. Piranha DD),58
96471,Prime Suspect 3,14
96488,Searching for Sugar Man,22
96518,Prime Suspect 6: The Last Witness,19
96520,Prime Suspect: The Lost Child,177
96530,Conception,4
96563,Paradise Lost 3: Purgatory,22
96567,"Words, The",9
96588,Pitch Perfect,2
96606,Samsara,22
96608,Runaway Brain,144
96610,Looper,146
96616,That's My Boy,2
96655,Robot & Frank,198
96691,Resident Evil: Retribution,62
96726,Lola Versus,4
96728,"Master, The",1
96737,Dredd,34
96811,End of Watch,23
96815,V/H/S,16
96821,"Perks of Being a Wallflower, The",9
96829,"Hunt, The (Jagten)",1
96832,Holy Motors,122
96861,Taken 2,36
96917,House at the End of the Street,16
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),162
96945,Love Lasts Three Years (L'amour dure trois ans),11
96964,"Tall Man, The",14
96975,LOL,11
97024,Rust and Bone (De rouille et d'os),9
97168,Marley,22
97172,Frankenweenie,39
97188,Sinister,16
97194,"Thing: Terror Takes Shape, The",22
97225,Hotel Transylvania,28
97230,Side by Side,22
97285,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),57
97304,Argo,19
97306,Seven Psychopaths,25
97328,Liberal Arts,10
97470,Catch .44,40
97643,[REC]³ 3 Génesis,16
97665,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté),85
97701,Paranormal Activity 4,12
97742,Alex Cross,20
97752,Cloud Atlas,30
97757,'Hellboy': The Seeds of Creation,145
97785,Silent Hill: Revelation 3D,156
97836,Here Comes the Boom,7
97858,Mental,10
97860,Killing Them Softly,23
97866,"Imposter, The",22
97870,"Sessions, The (Surrogate, The)",1
97904,Smashed,10
97913,Wreck-It Ralph,49
97921,Silver Linings Playbook,10
97923,Flight,1
97936,Anna Karenina,1
97938,Life of Pi,84
97950,"Man with the Iron Fists, The",290
97988,"Bay, The",35
98061,Himizu,14
98083,Jackass 3.5,167
98122,Indie Game: The Movie,22
98124,"Batman: The Dark Knight Returns, Part 1",115
98154,Lincoln,148
98160,Nature Calls,2
98175,Vamps,140
98203,"Twilight Saga: Breaking Dawn - Part 2, The",269
98230,10 Years,11
98239,Red Dawn,37
98243,Rise of the Guardians,128
98279,"Fantastic Fear of Everything, A",2
98296,Deadfall,23
98361,Byzantium,158
98491,Paperman,124
98499,"Fearless Hyena, The (Xiao quan guai zhao)",7
98503,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),7
98585,Hitchcock,1
98604,From Up on Poppy Hill (Kokuriko-zaka kara),229
98607,Redline,115
98623,Winners and Sinners (Qi mou miao ji: Wu fu xing),44
98633,My Lucky Stars (Fuk sing go jiu),7
98697,"Money Money Money (L'aventure, c'est l'aventure)",85
98799,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A",49
98809,"Hobbit: An Unexpected Journey, The",155
98836,Hyde Park on Hudson,10
98908,How to Make Love to a Woman,4
98961,Zero Dark Thirty,40
99005,Fire with Fire,32
99007,Warm Bodies,140
99030,Wrong,10
99087,Playing for Keeps,4
99106,"Guilt Trip, The",2
99112,Jack Reacher,20
99114,Django Unchained,13
99117,This Is 40,1
99122,I Bought a Vampire Motorcycle,58
99130,Ice Cream Man,58
99145,"Impossible, The (Imposible, Lo)",19
99149,"Misérables, Les",9
99191,Campfire Tales,12
99415,Parental Guidance,2
99437,John Dies at the End,39
99532,"Misérables, Les",9
99574,Promised Land,1
99636,English Vinglish,10
99638,Fish Story (Fisshu sutôrî),2
99721,Texas Chainsaw 3D,156
99728,Gangster Squad,32
99750,"Iceman, The",23
99764,It's Such a Beautiful Day,160
99813,"Batman: The Dark Knight Returns, Part 2",169
99846,Everything or Nothing: The Untold Story of 007,22
99853,Codependent Lesbian Space Alien Seeks Same,116
99910,"Last Stand, The",20
99917,Upstream Color,218
99992,Shadow Dancer,23
100044,Human Planet,22
100068,Comme un chef,2
100083,Movie 43,2
100106,"Pervert's Guide to Ideology, The",22
100159,Sightseers,2
100163,Hansel & Gretel: Witch Hunters,213
100194,Jim Jefferies: Fully Functional (EPIX),2
100226,Why Stop Now,10
100277,Tabu,9
100302,Upside Down,74
100304,"Liability, The",46
100306,Angst ,59
100326,Stand Up Guys,25
100383,Side Effects,219
100390,Identity Thief,25
100397,"ABCs of Death, The",12
100487,Beautiful Creatures,89
100498,"Good Day to Die Hard, A",20
100507,21 and Over,2
100527,Safe Haven,9
100553,Frozen Planet,22
100556,"Act of Killing, The",22
100579,Universal Soldier: Day of Reckoning,29
100611,Escape from Planet Earth,66
100714,Before Midnight,9
100737,Snitch,40
100810,Dark Skies,35
100843,Oh Boy (A Coffee in Berlin),10
100882,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei),92
100906,Maniac Cop 2,256
101025,Jack the Giant Slayer,155
101070,Wadjda,1
101072,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott)",2
101074,"Legend of Sleepy Hollow, The",39
101076,G.I. Joe: Retaliation,33
101088,Stoker,196
101112,Oz the Great and Powerful,73
101142,"Croods, The",121
101283,"Incredible Burt Wonderstone, The",2
101360,"Call, The",19
101362,Olympus Has Fallen,46
101415,"First Time, The",11
101423,Mezzo Forte,232
101525,"Place Beyond the Pines, The",14
101529,"Brass Teapot, The",60
101531,Phil Spector,1
101577,"Host, The",178
101612,Admission,4
101739,Evil Dead,12
101741,Trance,6
101765,"Perfect Plan, A (Plan parfait, Un)",92
101864,Oblivion,5
101884,Dark Tide,110
101895,42,1
101962,Wolf Children (Okami kodomo no ame to yuki),120
101973,Disconnect,19
102007,"Invincible Iron Man, The",3
102025,Yongary: Monster from the Deep,24
102033,Pain & Gain,44
102058,Hulk Vs.,3
102066,Resolution,16
102070,Grabbers,68
102084,Justice League: Doom,138
102088,"Grandmaster, The (Yi dai zong shi)",13
102123,This Is the End,7
102125,Iron Man 3,29
102165,"English Teacher, The",10
102194,Mud,151
102217,Bill Hicks: Revelations,2
102278,Pawn,6
102338,Shaolin Temple (Shao Lin si),42
102378,Syrup,10
102407,"Great Gatsby, The",1
102445,Star Trek Into Darkness,5
102481,"Internship, The",2
102590,Darkon,267
102602,Mimino,2
102666,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu),85
102684,Only God Forgives,19
102686,"Hangover Part III, The",2
102716,"Fast & Furious 6 (Fast and the Furious 6, The)",20
102720,Epic,27
102735,Captain America,13
102742,Tie Xi Qu: West of the Tracks (Tiexi qu),22
102747,"Rink, The",2
102749,Captain America II: Death Too Soon,57
102760,Down Terrace,51
102800,Frances Ha,10
102802,"Lords of Salem, The",16
102819,Behind the Candelabra,1
102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,22
102852,With Great Power: The Stan Lee Story,22
102880,After Earth,5
102903,Now You See Me,217
102984,Inhuman Resources (Redd Inc.),16
102993,"Way, Way Back, The",10
103027,Much Ado About Nothing,11
103042,Man of Steel,114
103048,"Kings of Summer, The",2
103075,"Purge, The",79
103085,Rapture-Palooza,102
103107,20 Feet from Stardom (Twenty Feet from Stardom),22
103137,"Bling Ring, The",14
103141,Monsters University,121
103171,Schlussmacher,2
103210,Fullmetal Alchemist: The Sacred Star of Milos,18
103219,Maniac,16
103221,Not Suitable for Children,4
103228,Pacific Rim,5
103233,LEGO Batman: The Movie - DC Heroes Unite,18
103235,"Best Offer, The (Migliore offerta, La)",43
103245,Adam and Eve (National Lampoon's Adam & Eve),11
103249,World War Z,208
103253,Elysium,104
103335,Despicable Me 2,28
103339,White House Down,40
103341,"World's End, The",54
103366,Redemption (Hummingbird),20
103372,"Heat, The",44
103384,"Lone Ranger, The",70
103449,Passion,219
103483,V/H/S/2,16
103502,"Knot, The",4
103539,The Spectacular Now,11
103543,"Lifeguard, The",10
103596,Sharknado,48
103602,Craig Ferguson: I'm Here To Help,167
103606,Stuck in Love,11
103609,Class Act,2
103624,Fruitvale Station,1
103655,R.I.P.D.,117
103685,"Field in England, A",158
103688,"Conjuring, The",16
103755,Turbo,119
103772,"Wolverine, The",114
103801,Drinking Buddies,11
103810,Red 2,72
103819,Coffee Town,2
103865,Revenge for Jolly!,10
103883,2 Guns,44
103980,Blue Jasmine,1
103984,"Great Beauty, The (Grande Bellezza, La)",10
104017,3 dev adam (Three Giant Men),5
104069,Louis C.K.: Oh My God,2
104074,Percy Jackson: Sea of Monsters,27
104076,"Smurfs 2, The",28
104078,Alan Partridge: Alpha Papa,2
104129,Man of Tai Chi,37
104141,Batman: Mystery of the Batwoman,203
104211,We're the Millers,25
104218,Grown Ups 2,2
104241,Kick-Ass 2,44
104243,Riddick,29
104245,Planes,121
104272,Blackfish,22
104283,"Wind Rises, The (Kaze tachinu)",229
104303,Jobs,1
104337,Lee Daniels' The Butler,1
104339,In a World...,2
104374,About Time,89
104419,Justice League: Crisis on Two Earths,115
104457,You're Next,16
104644,Maria Bamford: The Special Special Special!,2
104760,Getaway,57
104780,"Mystery of the Third Planet, The (Tayna tretey planety)",214
104837,Rage of Honor,57
104841,Gravity,34
104863,What If,11
104875,"History of Future Folk, The",66
104879,Prisoners,196
104906,Austenland,4
104908,Insidious: Chapter 2,16
104913,Rush,13
104925,"Family, The",44
104944,Short Term 12,1
105020,Collision Course,125
105037,"To Do List, The",2
105121,Inescapable,222
105197,Nebraska,84
105211,Enough Said,11
105213,Don Jon,11
105246,Mood Indigo (L'écume des jours),112
105250,"Century of the Self, The",22
105254,Crystal Fairy & the Magical Cactus and 2012,85
105325,Bad Milo (Bad Milo!),58
105351,Runner Runner,23
105355,Blue Is the Warmest Color (La vie d'Adèle),9
105468,Cloudy with a Chance of Meatballs 2,283
105504,Captain Phillips,110
105540,"All Dogs Christmas Carol, An",28
105585,Machete Kills (Machete 2),20
105593,Filth,51
105653,Escape Plan,46
105720,"Thief of Paris, The (Le voleur)",51
105731,Carrie,59
105746,UnHung Hero,22
105755,"Counselor, The",23
105801,Escape From Tomorrow,258
105835,"Double, The",126
105844,12 Years a Slave,1
105954,All Is Lost,42
106002,Ender's Game,5
106062,Jackass Presents: Bad Grandpa,2
106072,Thor: The Dark World,73
106100,Dallas Buyers Club,1
106144,"Selfish Giant, The",1
106330,Last Vegas,11
106438,Philomena,10
106441,"Book Thief, The",56
106487,The Hunger Games: Catching Fire,5
106489,"Hobbit: The Desolation of Smaug, The",155
106491,47 Ronin,73
106540,Delivery Man,2
106542,Charlie Countryman,83
106594,Red Flag,11
106642,"Day of the Doctor, The",87
106648,Guilty of Romance (Koi no tsumi),195
106696,Frozen,78
106766,Inside Llewyn Davis,1
106782,"Wolf of Wall Street, The",51
106785,Homefront,20
106839,Mandela: Long Walk to Freedom,1
106873,Evangelion: 3.0 You Can (Not) Redo,13
106883,All is Bright,10
106889,Tim's Vermeer,22
106916,American Hustle,14
106918,"Secret Life of Walter Mitty, The",247
106920,Her,74
106927,RoboGeisha (Robo-geisha),54
107013,"Christmas Carol, A",112
107069,Lone Survivor,40
107141,Saving Mr. Banks,10
107159,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6),13
107314,Oldboy,13
107338,Dampfnudelblues,25
107348,Anchorman 2: The Legend Continues,2
107406,Snowpiercer,104
107408,Only Old Men Are Going to Battle (V boy idut odni stariki),10
107410,Guest from the Future (Gostya iz buduschego),87
107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa)",4
107436,Haunter,156
107447,Wrong Cops,25
107449,"Muppet Christmas: Letters to Santa, A",49
107462,Ninja: Shadow of a Tear,20
107565,"Fuck You, Goethe (Fack Ju Göhte)",2
107630,High School,2
107702,Grudge Match,2
107723,Highlander: The Search for Vengeance,73
107771,Only Lovers Left Alive,274
107780,Cats,77
107846,MacGyver: Trail to Doomsday,70
107945,Bad Karma,43
107951,Hunting Elephants,25
107953,Dragon Ball Z: Battle of Gods,138
107962,Freezer,46
107997,We Are What We Are,17
107999,Dragon ball Z 04: Lord Slug,50
108078,Chinese Puzzle (Casse-tête chinois),4
108090,Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi),241
108156,Ride Along,7
108188,Jack Ryan: Shadow Recruit,40
108190,Divergent,231
108192,Hotel Chevalier (Part 1 of 'The Darjeeling Limited'),1
108540,Ernest & Célestine (Ernest et Célestine),206
108601,Drift,1
108689,"I, Frankenstein",237
108715,Better Living Through Chemistry,10
108727,Nymphomaniac: Volume I,1
108729,Enemy,201
108795,Wonder Woman,188
108928,"Monuments Men, The",222
108932,The Lego Movie,45
108945,RoboCop,146
108949,"Art of the Steal, The",31
108981,Nymphomaniac: Volume II,177
109042,Knights of Badassdom,26
109161,Venus in Fur (La Vénus à la fourrure),1
109183,Date and Switch,2
109187,"Zero Theorem, The",122
109191,Winter's Tale,112
109241,On the Other Side of the Tracks (De l'autre côté du périph),44
109282,GLOW: The Story of the Gorgeous Ladies of Wrestling,22
109295,Cold Comes the Night,23
109313,Chouchou,2
109317,Someone Marry Barry,2
109372,About Last Night,4
109374,"Grand Budapest Hotel, The",10
109383,"Oversimplification of Her Beauty, An",291
109416,Bring It On: Fight to the Finish,2
109483,That Awkward Moment,4
109487,Interstellar,48
109569,3 Days to Kill,32
109576,Welcome to the Jungle,2
109578,Non-Stop,46
109596,Wrinkles (Arrugas),56
109633,"Garden of Words, The (Koto no ha no niwa)",47
109673,300: Rise of an Empire,222
109687,Particle Fever,22
109723,"Bag Man, The",23
109846,Mr. Peabody & Sherman,121
109848,Under the Skin,35
109850,Need for Speed,32
109853,Barefoot,11
109864,Veronica Mars,51
109895,Bad Words,2
109897,Son of God,1
109941,Puss in Boots: The Three Diablos,49
109968,Why Don't You Play In Hell? (Jigoku de naze warui),13
109971,Ocho apellidos vascos,2
110102,Captain America: The Winter Soldier,5
110127,Noah,84
110130,"Nut Job, The",8
110281,King of Comedy (Hei kek ji wong),11
110286,13 Sins,16
110297,Muppets Most Wanted,149
110330,Me and you (io e te),1
110350,Free to Play,22
110387,"Unknown Known, The",22
110501,The Raid 2: Berandal,20
110541,"Brain Smasher... A Love Story (Bouncer and the Lady, The)",7
110553,The Amazing Spider-Man 2,34
110586,Calvary,10
110591,Oculus,12
110603,God's Not Dead,1
110611,Cold in July,19
110655,Rio 2,8
110669,"Honest Liar, An",167
110718,Fading Gigolo,2
110730,Transcendence,30
110746,Hatchet III,58
110771,"Other Woman, The",4
110773,"Haunted House 2, A",58
110781,Mulan II,136
110826,Brick Mansions,32
110882,Locke,1
111113,Neighbors,2
111146,Alpha and Omega 3: The Great Wolf Games,45
111320,Mom's Night Out,2
111360,Lucy,34
111362,X-Men: Days of Future Past,5
111364,Godzilla,5
111375,Walk of Shame,2
111384,Blue Ruin,43
111443,Chef,2
111551,Afflicted,35
111617,Blended,2
111622,Begin Again,4
111659,Maleficent,18
111663,Zombeavers,176
111680,At Middleton,4
111732,"Dance of Reality, The (Danza de la realidad, La)",112
111743,A Million Ways to Die in the West,2
111759,Edge of Tomorrow,34
111781,Mission: Impossible - Rogue Nation,38
111785,Midnight Chronicles,73
111795,Million Dollar Arm,10
111800,G.B.F.,2
111817,Jimi: All Is by My Side,1
111844,Bad Asses (Bad Ass 2),13
111913,Lilting,1
111921,The Fault in Our Stars,9
112006,Tangled Ever After,138
112070,Maps to the Stars,1
112138,22 Jump Street,44
112171,"Equalizer, The",20
112175,How to Train Your Dragon 2,18
112183,Birdman: Or (The Unexpected Virtue of Ignorance),10
112290,Boyhood,1
112303,Think Like a Man Too,4
112316,Jersey Boys,299
112326,Nick Fury: Agent of S.H.I.E.L.D.,34
112334,"Internet's Own Boy: The Story of Aaron Swartz, The",22
112370,Transformers: Age of Extinction,5
112421,Frank,10
112450,They Came Together,4
112454,Honey (Miele),1
112460,Planes: Fire & Rescue,121
112497,Tammy,2
112512,Colourful (Karafuru),183
112515,"Babadook, The",277
112552,Whiplash,1
112556,Gone Girl,19
112580,"Angriest Man in Brooklyn, The",10
112623,Dawn of the Planet of the Apes,48
112727,Deliver Us from Evil,79
112749,And So It Goes,11
112788,Sex Tape,2
112804,I Origins,30
112818,"Purge: Anarchy, The",256
112852,Guardians of the Galaxy,5
112868,"Signal, The",21
112897,The Expendables 3,70
112911,Hercules,70
112940,A Most Wanted Man,43
113159,Life After Beth,140
113186,Felony,43
113207,Get on Up,299
113225,Magic in the Moonlight,11
113252,Housebound,69
113275,The Hundred-Foot Journey,10
113278,Batman: Assault on Arkham,20
113280,White Frog,1
113313,"Den, The",16
113345,Jupiter Ascending,5
113348,Teenage Mutant Ninja Turtles,41
113350,I'll Follow You Down,30
113374,"Old Lady and the Pigeons, The (La vieille dame et les pigeons)",49
113378,"Giver, The",30
113394,"Pretty One, The",10
113416,Revenge of the Green Dragons,32
113453,Let's Be Cops,25
113532,"Inbetweeners 2, The",2
113565,"Sacrament, The",16
113573,Sin City: A Dame to Kill For,20
113604,If I Stay,1
113705,"Two Days, One Night (Deux jours, une nuit)",1
113741,Coherence,65
113780,"As Above, So Below",16
113829,"One I Love, The",11
113849,Headshot,23
113862,"Guest, The",43
114028,Pride,10
114044,Honeymoon,12
114060,The Drop,23
114066,"20,000 Days on Earth",243
114074,The Skeleton Twins,1
114126,Beautiful Losers,22
114180,"Maze Runner, The",34
114184,Camp X-Ray,1
114246,"Walk Among the Tombstones, A",20
114265,Laggies,4
114335,La cravate,77
114396,Cesar Chavez,1
114494,Who Am I (Kein System Ist Sicher),43
114554,"Tale of Princess Kaguya, The (Kaguyahime no monogatari)",183
114601,This Is Where I Leave You,10
114627,Angel's Egg (Tenshi no tamago),183
114662,American Sniper,37
114670,Tusk,182
114678,Hector and the Search for Happiness,247
114707,Horns,12
114713,Annabelle,12
114762,Two Night Stand,4
114795,Dracula Untold,13
114818,Stretch,44
114847,Autómata (Automata),21
114925,"Captive, The",23
114935,Predestination,29
115065,Justin and the Knights of Valour,75
115111,Ward 13,176
115122,What We Do in the Shadows,58
115149,John Wick,46
115151,Plastic,57
115170,"Judge, The",1
